"id_reac","smiles","description","solvent","catalyst","temperature"
"US039858875","[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=2)=[C:11]([NH:23][C:24](=[O:26])[CH3:25])[CH:10]=1)=[O:8].[Na].[S:28](Cl)([Cl:31])(=[O:30])=[O:29]>C1C=CC=CC=1>[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:18]=[CH:19][CH:20]=[CH:21][CH:22]=2)=[C:11]([N:23]([S:28]([Cl:31])(=[O:30])=[O:29])[C:24](=[O:26])[CH3:25])[CH:10]=1)=[O:8] |^1:26|","An anhydrous benzene solution of 3-acetamido-4-benzyloxyphenyl 2-pyridyl ketone is heated at reflux with sodium until a suspension is formed. To this suspension is added sulfuryl chloride in benzene and the resulting mixture is filtered to remove sodium chloride. The filtrate is evaporated to give 4-benzyloxy-3-(N-chlorosulfonylacetamido)phenyl 2-pyridyl ketone.","C1=CC=CC=C1","",""
"US039858876","[C:1](Cl)(Cl)=[O:2].[N:5]1[CH:10]=[CH:9][CH:8]=[CH:7][C:6]=1[C:11]([C:13]1[CH:18]=[CH:17][C:16]([O:19][CH2:20][C:21]2[CH:26]=[CH:25][CH:24]=[CH:23][CH:22]=2)=[C:15]([NH2:27])[CH:14]=1)=[O:12]>C1(C)C=CC=CC=1>[N:5]1[CH:10]=[CH:9][CH:8]=[CH:7][C:6]=1[C:11]([C:13]1[CH:18]=[CH:17][C:16]([O:19][CH2:20][C:21]2[CH:22]=[CH:23][CH:24]=[CH:25][CH:26]=2)=[C:15]([N:27]=[C:1]=[O:2])[CH:14]=1)=[O:12]","A stirred solution of 40 g (0.41 mol) of phosgene in 150 ml of toluene is held at 25° C while a mixture of (52.5 mmol) of 3-amino-4-benzyloxyphenyl 2-pyridyl ketone and 300 ml of toluene is added slowly. The mixture is refluxed for 30 minutes and then is concentrated to give 4-benzyloxy-3-isocyanatophenyl 2-pyridyl ketone.","C1(=CC=CC=C1)C","",""
"US039858877","[CH3:1][O:2][C:3]1[CH:10]=[CH:9][C:6]([CH:7]=[O:8])=[CH:5][CH:4]=1.C[C:12]1[N:17]=[C:16]([C:18](O)=O)[CH:15]=[CH:14][CH:13]=1>>[CH3:1][O:2][C:3]1[CH:10]=[CH:9][C:6]([CH:7]([C:12]2[CH:13]=[CH:14][CH:15]=[C:16]([CH3:18])[N:17]=2)[OH:8])=[CH:5][CH:4]=1","To a boiling solution of 50 g of 4-methoxybenzaldehyde in 50 ml of p-cymeme is added 11.2 g of 6-methylpicolinic acid. After heating for 3 hours, the reaction is cooled and extracted with 2N HCl. The acidic extracts are washed with ether, made basic with ammonia and extracted with ether. Concentration of the dried ether extracts gives 4-methoxyphenyl-(6-methyl-2-pyridyl)carbinol.","C1(=CC=CC=C1)C","",""
"US039858878","[CH3:1][C:2]1[N:7]=[C:6]([C:8]([C:10]2[CH:15]=[CH:14][C:13]([O:16][CH3:17])=[CH:12][CH:11]=2)=[O:9])[CH:5]=[CH:4][CH:3]=1.[CH2:18]([C:22]1[CH:23]=[CH:24][C:25]([C:28]([C:30]2[CH:35]=[CH:34][C:33]([O:36][CH3:37])=[CH:32][CH:31]=2)=[O:29])=[N:26][CH:27]=1)[CH2:19][CH2:20][CH3:21].B(Br)(Br)Br.C(Cl)[C:43]1[CH:48]=[CH:47][CH:46]=[CH:45][CH:44]=1>>[CH3:1][C:2]1[N:7]=[C:6]([C:8]([C:10]2[CH:11]=[CH:12][C:13]([O:16][CH2:17][C:43]3[CH:48]=[CH:47][CH:46]=[CH:45][CH:44]=3)=[C:14]([NH2:26])[CH:15]=2)=[O:9])[CH:5]=[CH:4][CH:3]=1.[CH2:18]([C:22]1[CH:23]=[CH:24][C:25]([C:28]([C:30]2[CH:31]=[CH:32][C:33]([O:36][CH2:37][C:43]3[CH:48]=[CH:47][CH:46]=[CH:45][CH:44]=3)=[C:34]([NH2:7])[CH:35]=2)=[O:29])=[N:26][CH:27]=1)[CH2:19][CH2:20][CH3:21]","4-Methoxyphenyl (6-methyl-2-pyridyl) ketone and 4-methoxyphenyl (5-n-butyl-2-pyridyl) ketone are nitrated, cleaved with BBr3, treated with benzyl chloride and reduced according to the procedures of Example 1 to give 3-amino-4-benzyloxyphenyl (6-methyl-2-pyridyl) ketone and 3-amino-4-benzyloxyphenyl (5-n-butyl-2-pyridyl) ketone. These compounds are substituted for 3-amino-4-benzyloxyphenyl 2-pyridyl ketone in Example 2 to give α-(4-hydroxy-3-ureidophenyl)-6-methyl-2-piperidylcarbinol hydrochloride and α-(4-hydroxy-3-ureidophenyl)-5-n-butyl-2-piperidylcarbinol hydrochloride. The analogous methylureido compounds are prepared as described in Example 2.","C1(=CC=CC=C1)C","",""
"US039858881","[C:1]1([CH2:7][C:8]#[N:9])[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[C:10]([O:14][CH2:15][CH3:16])(=[O:13])[CH:11]=[CH2:12]>>[C:8]([C:7]([C:1]1[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1)([CH2:12][CH2:11][C:10]([O:14][CH2:15][CH3:16])=[O:13])[CH2:12][CH2:11][C:10]([O:14][CH2:15][CH3:16])=[O:13])#[N:9]","The required diethyl γ-cyano-γ-phenylpimelate was prepared by reacting phenylacetonitrile with ethyl acrylate according to the general method of Koelsch, J. Am. Chem. Soc., 65, 437 (1943). This product, boiling point 148°-151° C. at 0.04 mm [Branchini et al., Ann. Chim. (Rome) 51, 1382 (1961) report 170°-172° C. at 0.2 mm] was obtained in addition to the mono-Michael addition product reported by Koelsch.","C1(=CC=CC=C1)C","",""
"US039858884","[NH:1]1[C:6](=[O:7])[CH2:5][CH2:4][C:3]2([C:16]3[C:11](=[CH:12][CH:13]=[CH:14][CH:15]=3)[C:10](=[O:17])[CH2:9][CH2:8]2)[C:2]1=[O:18].C[O-].[Na+].S(OC)(O[CH3:26])(=O)=O>CN(C)C=O>[CH3:26][N:1]1[C:6](=[O:7])[CH2:5][CH2:4][C:3]2([C:16]3[C:11](=[CH:12][CH:13]=[CH:14][CH:15]=3)[C:10](=[O:17])[CH2:9][CH2:8]2)[C:2]1=[O:18] |f:1.2|","To 24.3 grams (0.1 M) of 2,3-dihydrospiro-[naphthalene-1(4H),3'-piperidine]-2',4,6'-trione in 100 milliliters of dry dimethylformamide was added with stirring 5.4 grams (0.1 M) of sodium methoxide. This was followed by 17.0 milliliters of dimethyl sulfate. The reaction mixture became clear and was slightly exothermic. After stirring for 15 minutes, 50 milliliters of solvent was removed at reduced pressure on a steam bath. The resulting solution was cooled and added to 1 liter of ice water. The resulting precipitate was collected and washed with 5 per cent sodium hydroxide solution and finally with water. Recrystallization from butanone-petroleum ether (70°-90°) and then from aqueous ethanol gave 18.4 grams (17.5%) of 1'-methyl-2,3-dihydrospiro-[naphthalene-1(4H),3'-piperidine]-2',4,6'-trione, melting point 136°-137.5° C.","CN(C=O)C","",""
"US039858886","[CH3:1][C:2]1[CH:3]=[C:4]2[C:16](=[CH:17][CH:18]=1)[C:8]1([CH2:13][CH2:12][C:11](=[O:14])[NH:10][C:9]1=[O:15])[CH2:7][CH2:6][C:5]2=[O:19].[CH:20](O)(C)C>>[CH3:20][N:10]1[C:11](=[O:14])[CH2:12][CH2:13][C:8]2([C:16]3[C:4](=[CH:3][C:2]([CH3:1])=[CH:18][CH:17]=3)[C:5](=[O:19])[CH2:6][CH2:7]2)[C:9]1=[O:15]","Following the procedure noted in Example 5, 38.6 grams (0.15 M) of 2,3-dihydro-6-methylspiro-[naphthalene-1(4H),3'-piperidine]-2',4,6'-trione was methylated to give 32.5 grams (80%) of 1',6-dimethyl-2,3-dihydrospiro-[naphthalene-1(4H),3'-piperidine]-2',4,6'-trione, melting point 146°-147.5° C. from isopropyl alcohol.","CN(C=O)C","",""
"US039858861","[CH:1](=O)[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[CH2:9]([O:11][C:12](=[O:19])[CH:13]=[C:14]([NH2:18])[O:15][CH2:16][CH3:17])[CH3:10]>C(O)(C)C>[CH2:9]([O:11][C:12]([C:13]1[CH:1]([C:2]2[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=2)[CH:13]([C:12]([O:11][CH2:9][CH3:10])=[O:19])[C:14]([O:15][CH2:16][CH3:17])=[N:18][C:14]=1[NH2:18])=[O:19])[CH3:10]","Upon boiling a solution of 5.3 g of benzaldehyde and 15.9 g of 3-amino-3-ethoxyacrylic acid ethyl ester in 30 ml of alcohol for 12 hours, 2-amino-4-phenyl-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 119° C (isopropanol) is obtained. Yield: 64% of theory.","C(C)(C)O","",""
"US039858862","[N+:1]([C:4]1[CH:5]=[C:6]([CH:9]=[CH:10][CH:11]=1)[CH:7]=O)([O-:3])=[O:2].[CH3:12][O:13][C:14](=[O:21])[CH:15]=[C:16]([NH2:20])[O:17][CH2:18][CH3:19]>C(O)(C)C>[CH3:12][O:13][C:14]([C:15]1[CH:7]([C:6]2[CH:9]=[CH:10][CH:11]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[CH:15]([C:14]([O:13][CH3:12])=[O:21])[C:16]([O:17][CH2:18][CH3:19])=[N:20][C:16]=1[NH2:20])=[O:21]","Upon boiling a solution of 7.6 g of 3-nitrobenzaldehyde and 14.5 g of 3-amino-3-ethoxyacrylic acid methyl ester in 40 ml of alcohol for 6 hours, 2-amino-4-(3-nitrophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid dimethyl ester of melting point 163° C (isopropanol) is obtained. Yield: 71% of theory.","C(C)(C)O","",""
"US039858863","[N+:1]([C:4]1[CH:5]=[C:6]([CH:9]=[CH:10][CH:11]=1)[CH:7]=O)([O-:3])=[O:2].[CH2:12]([O:14][C:15](=[O:22])[CH:16]=[C:17]([NH2:21])[O:18][CH2:19][CH3:20])[CH3:13]>C(O)(C)C>[CH2:12]([O:14][C:15]([C:16]1[CH:7]([C:6]2[CH:9]=[CH:10][CH:11]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[CH:16]([C:15]([O:14][CH2:12][CH3:13])=[O:22])[C:17]([O:18][CH2:19][CH3:20])=[N:21][C:17]=1[NH2:21])=[O:22])[CH3:13]","Upon heating a solution of 7.6 g of 3-nitrobenzaldehyde and 15.9 g of 3-amino-3-ethoxyacrylic acid ethyl ester in 50 ml of isopropanol for 6 hours, 2-amino-4-(3-nitrophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 129° (isopropanol) is obtained. Yield: 68% of theory.","C(C)(C)O","",""
"US039858864","[Cl:1][C:2]1[CH:3]=[C:4]([CH:7]=[CH:8][CH:9]=1)[CH:5]=O.[CH2:10]([O:12][C:13](=[O:20])[CH:14]=[C:15]([NH2:19])[O:16][CH2:17][CH3:18])[CH3:11]>C(O)(C)C>[CH2:10]([O:12][C:13]([C:14]1[CH:5]([C:4]2[CH:7]=[CH:8][CH:9]=[C:2]([Cl:1])[CH:3]=2)[CH:14]([C:13]([O:12][CH2:10][CH3:11])=[O:20])[C:15]([O:16][CH2:17][CH3:18])=[N:19][C:15]=1[NH2:19])=[O:20])[CH3:11]","Upon boiling a solution of 7.1 g of 3-chlorobenzaldehyde and 15.9 g of 3-amino-3-ethoxyacrylic acid ethyl ester in 40 ml of isopropanol for 8 hours, 2-amino-4-(3-chlorophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 121° C is obtained. Yield: 76% of theory.","C(C)(C)O","",""
"US039858865","[Cl:1][C:2]1[CH:3]=[C:4]([CH:7]=[CH:8][CH:9]=1)[CH:5]=O.[CH3:10][O:11][C:12](=[O:19])[CH:13]=[C:14]([NH2:18])[O:15][CH2:16][CH3:17]>C(O)(C)C>[CH3:10][O:11][C:12]([C:13]1[CH:5]([C:4]2[CH:7]=[CH:8][CH:9]=[C:2]([Cl:1])[CH:3]=2)[CH:13]([C:12]([O:11][CH3:10])=[O:19])[C:14]([O:15][CH2:16][CH3:17])=[N:18][C:14]=1[NH2:18])=[O:19]","Upon heating a solution of 7.1 g of 3-chlorobenzaldehyde and 14.5 g of 3-amino-3-ethoxyacrylic acid methyl ester in 50 ml of isopropanol for 6 hours, 2-amino-4-(3-chlorophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid dimethyl ester of melting point 158° C (isopropanol) is obtained. Yield 78% of theory.","C(C)(C)O","",""
"US039858867","[F:1][C:2]1[CH:9]=[CH:8][CH:7]=[CH:6][C:3]=1[CH:4]=O.[CH3:10][O:11][C:12](=[O:19])[CH:13]=[C:14]([NH2:18])[O:15][CH2:16][CH3:17]>C(O)(C)C>[CH3:10][O:11][C:12]([C:13]1[CH:4]([C:3]2[CH:6]=[CH:7][CH:8]=[CH:9][C:2]=2[F:1])[CH:13]([C:12]([O:11][CH3:10])=[O:19])[C:14]([O:15][CH2:16][CH3:17])=[N:18][C:14]=1[NH2:18])=[O:19]","Heating a solution of 6.3 g of 2-fluorobenzaldehyde and 14.5 g of 3-amino-3-ethoxyacrylic acid methyl ester in 50 ml of isopropanol for 8 hours yields 2-amino-4-(2-fluorophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid dimethyl ester of melting point 180° C (isopropanol). Yield: 59% of theory.","C(C)(C)O","",""
"US039858869","[N+:1]([C:4]1[CH:5]=[C:6]([C:9]([Cl:12])=[CH:10][CH:11]=1)[CH:7]=O)([O-:3])=[O:2].[CH2:13]([O:15][C:16](=[O:23])[CH:17]=[C:18]([NH2:22])[O:19][CH2:20][CH3:21])[CH3:14]>C(O)(C)C>[CH2:13]([O:15][C:16]([C:17]1[CH:7]([C:6]2[C:9]([Cl:12])=[CH:10][CH:11]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[CH:17]([C:16]([O:15][CH2:13][CH3:14])=[O:23])[C:18]([O:19][CH2:20][CH3:21])=[N:22][C:18]=1[NH2:22])=[O:23])[CH3:14]","Upon heating a solution of 9.3 g of 3-nitro-6-chlorobenzaldehyde and 15.9 g of 3-amino-3-ethoxyacrylic acid ethyl ester in 50 ml of isopropanol for 6 hours, 2-amino-4-(3-nitro-6-chlorophenyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 136°-37° C (isopropanol) is obtained. Yield: 65% of theory.","C(C)(C)O","",""
"US0398588611","[O:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH:6]=O.[CH2:8]([O:10][C:11](=[O:18])[CH:12]=[C:13]([NH2:17])[O:14][CH2:15][CH3:16])[CH3:9]>C(O)(C)C>[CH2:8]([O:10][C:11]([C:12]1[CH:6]([C:2]2[O:1][CH:5]=[CH:4][CH:3]=2)[CH:12]([C:11]([O:10][CH2:8][CH3:9])=[O:18])[C:13]([O:14][CH2:15][CH3:16])=[N:17][C:13]=1[NH2:17])=[O:18])[CH3:9]","Upon heating a solution of 4.8 g of furan-2-aldehyde and 15.9 g of 3-amino-3-ethoxy-acrylic acid ethyl ester in 50 ml of alcohol for 8 hours, 2-amino-4-(2-furyl)-6-ethoxy-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 110° C (isopropanol) is obtained. Yield: 62% of theory.","C(C)(C)O","",""
"US0398588613","[N:1]1[CH:6]=[CH:5][C:4]([CH:7]=O)=[CH:3][CH:2]=1.[CH2:9]([O:11][C:12](=[O:19])[CH:13]=[C:14]([NH2:18])[S:15][CH2:16][CH3:17])[CH3:10]>C(O)C>[CH2:9]([O:11][C:12]([C:13]1[CH:7]([C:4]2[CH:3]=[CH:2][N:1]=[CH:6][CH:5]=2)[CH:13]([C:12]([O:11][CH2:9][CH3:10])=[O:19])[C:14]([S:15][CH2:16][CH3:17])=[N:18][C:14]=1[NH2:18])=[O:19])[CH3:10]","Upon boiling a solution of 5.3 g of pyridine-4-aldehyde and 17.5 g of 3-amino-3-ethylmercaptoacrylic acid ethyl ester in 100 ml of ethanol for 5 hours, 2-amino-4-(4-pyridyl)-6-ethylmercapto-4,5-dihydropyridine-3,5-dicarboxylic acid diethyl ester of melting point 156° C is obtained. Yield: 47% of theory.","C(C)O","",""
"US039858823","[CH3:1][CH:2]1[CH2:11][CH2:10][C:9]2[C:4](=[CH:5][C:6]([CH3:12])=[CH:7][CH:8]=2)[NH:3]1.C([O:15][CH:16]=[C:17]([C:23](OCC)=O)[C:18]([O:20][CH2:21][CH3:22])=[O:19])C>>[CH3:1][CH:2]1[N:3]2[C:4]3[C:5](=[C:6]([CH3:12])[CH:7]=[CH:8][C:9]=3[CH2:10][CH2:11]1)[C:16](=[O:15])[C:17]([C:18]([O:20][CH2:21][CH3:22])=[O:19])=[CH:23]2","Using the procedure of Example 25, 2,7-dimethyltetrahydroquinoline and diethyl ethoxymethylenemalonate are reacted to give solid ethyl 6,7-dihydro-5,10-dimethyl-1-oxo-1H,5H-benzo[ij]quinolizine-2-carboxylate, m.p. 106°-108° C.","O","",""
"US039858825","[CH3:1][CH:2]1[N:11]2[C:6]3[C:7](=[C:16]([N+:19]([O-])=O)[CH:17]=[CH:18][C:5]=3[CH2:4][CH2:3]1)[C:8](=[O:15])[C:9]([C:12]([OH:14])=[O:13])=[CH:10]2.[OH-].[K+].[H][H]>[Ni]>[NH2:19][C:16]1[CH:17]=[CH:18][C:5]2[CH2:4][CH2:3][CH:2]([CH3:1])[N:11]3[C:6]=2[C:7]=1[C:8](=[O:15])[C:9]([C:12]([OH:14])=[O:13])=[CH:10]3 |f:1.2|","6,7-Dihydro-5-methyl-10-nitro-1-oxo-1H,5H-benzo[ij]-quinolizine-2-carboxylic acid (10 g., 0.0345 mole) is dissolved in 300 ml. of aqueous potassium hydroxide (1.9 g., 0.0345 mole) and hydrogenated on a Parr apparatus using Raney nickel catalyst, initial hydrogen pressure 50 p.s.i. The mixture is filtered, and the filtrate is brought to pH 6 with concentrated hydrochloric acid. The yellow precipitate is separated by filtration, washed with water, dried, then recrystallized from N,N-dimethyl formamide to give 10-amino-6,7-dihydro-5-methyl-1-oxo-1H,5H-benzo-[ij]quinolizine-2-carboxylic acid, m.p. 247°-249° C.","O","",""
"US039858826","C[O:2][C:3]1[C:14]2=[C:15]3[N:10]([CH:11]([CH3:16])[CH2:12][CH2:13]2)[CH:9]=[C:8]([C:17]([OH:19])=[O:18])[C:7](=[O:20])[C:6]3=[CH:5][CH:4]=1.Br>>[OH:2][C:3]1[C:14]2=[C:15]3[N:10]([CH:11]([CH3:16])[CH2:12][CH2:13]2)[CH:9]=[C:8]([C:17]([OH:19])=[O:18])[C:7](=[O:20])[C:6]3=[CH:5][CH:4]=1","Using the procedure of Example 45, 6,7-dihydro-8-methoxy-5-methyl-1-oxo-1H,5H-benzo[ij]quinolizine-2-carboxylic acid is reacted with hydrobromic acid to provide 6,7-dihydro-8-hydroxy-5-methyl-1-oxo-1H,5H-benzo [ij]quinolizine-2-carboxylic acid, m.p. >300° C.","O","",""
"US039858827","[NH2:1][C:2]1[CH:3]=[CH:4][C:5]2[CH2:6][CH2:7][CH:8]([CH3:19])[N:9]3[C:14]=2[C:13]=1[C:12](=[O:15])[C:11]([C:16]([OH:18])=[O:17])=[CH:10]3.[C:20](OC(=O)C)(=[O:22])[CH3:21]>>[C:20]([NH:1][C:2]1[CH:3]=[CH:4][C:5]2[CH2:6][CH2:7][CH:8]([CH3:19])[N:9]3[C:14]=2[C:13]=1[C:12](=[O:15])[C:11]([C:16]([OH:18])=[O:17])=[CH:10]3)(=[O:22])[CH3:21]","10-Amino-6,7-dihydro-5-methyl-1-oxo-1H,5H-benzo[ij]-quinolizine-2-carboxylic acid (5.0 g., 0.018 mole) and acetic anhydride (50 ml.) are stirred and heated on a steam bath for three hours. After cooling, the solid precipitate is separated by filtration, washed with water, dried, then recrystallized from N,N-dimethyl formamide to provide 10-acetamido-6,7-dihydro-5-methyl-1-oxo-1H,5H-benzo[ij]quinolizine-2-carboxylic acid, m.p. 277°-279° C.","O","",""
"US039858828","[NH2:1][C:2]1[C:13]2=[C:14]3[N:9]([CH:10]([CH3:15])[CH2:11][CH2:12]2)[CH:8]=[C:7]([C:16]([OH:18])=[O:17])[C:6](=[O:19])[C:5]3=[CH:4][C:3]=1[Cl:20].[C:21](OC(=O)C)(=[O:23])[CH3:22]>>[C:21]([NH:1][C:2]1[C:13]2=[C:14]3[N:9]([CH:10]([CH3:15])[CH2:11][CH2:12]2)[CH:8]=[C:7]([C:16]([OH:18])=[O:17])[C:6](=[O:19])[C:5]3=[CH:4][C:3]=1[Cl:20])(=[O:23])[CH3:22]","Using the method of Example 49, 8-amino-9-chloro-6,7-dihydro-5-methyl-1-oxo-1H,5H-benzo[ij]quinolizine-2-carboxylic acid is reacted with acetic anhydride to provide 8-acetamido-9-chloro-6,7-dihydro-5-methyl-1-oxo-1H,5H-benzo[ij]quinolizine-2-carboxylic acid, m.p. 234°-236° C.","O","",""
"US039858829","[F:1][C:2]1[CH:14]=[C:12]2[C:13]3[N:8]([CH:9]=[C:10]([C:16](O)=[O:17])[C:11]2=[O:15])[CH:7]([CH3:19])[CH2:6][CH2:5][C:4]=3[CH:3]=1.S(Cl)([Cl:22])=O>>[F:1][C:2]1[CH:14]=[C:12]2[C:13]3[N:8]([CH:9]=[C:10]([C:16]([Cl:22])=[O:17])[C:11]2=[O:15])[CH:7]([CH3:19])[CH2:6][CH2:5][C:4]=3[CH:3]=1","6,7Dihydro-9-fluoro-5-methyl-1-oxo-1H,5H-benzo[ij]-quinolizine-2-carboxylic acid (5.0 g., 0.0192 mole) is stirred with thionyl chloride (75 ml.), and the mixture is heated to its reflux temperature and maintained at reflux for about 18 hours. The mixture is evaporated to dryness, then azeotroped thrice with 50 ml. portions of benzene to provide an off-white solid, 6,7-dihydro-9-fluoro-5-methyl-1-oxo-1H-benzo[ij]quinolizine-2-carboxylic chloride, m.p. 183°-186° C.","O","",""
"US0398588211","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[C:9]([F:12])[CH:10]=2)[N:5]=[C:4]([CH3:13])[CH:3]=1>[Rh]>[F:12][C:9]1[CH:10]=[C:11]2[C:6](=[CH:7][CH:8]=1)[NH:5][CH:4]([CH3:13])[CH2:3][CH2:2]2","4-Chloro-6-fluoroquinaldine was reduced with rhodium on carbon to give 6-fluoro-2-methyltetrahydroquinoline.","O","",""
"US0398588212","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[C:9]([Cl:12])[CH:10]=2)[N:5]=[C:4]([CH3:13])[CH:3]=1>[Rh]>[Cl:12][C:9]1[CH:10]=[C:11]2[C:6](=[CH:7][CH:8]=1)[NH:5][CH:4]([CH3:13])[CH2:3][CH2:2]2","4,6-Dichloroquinaldine was reduced with rhodium on carbon to give 6-chloro-2-methyltetrahydroquinoline.","O","",""
"US0398588213","[CH3:1][O:2][C:3]1[CH:4]=[C:5]2[C:10](=[CH:11][CH:12]=1)[N:9]=[C:8]([CH3:13])[CH:7]=[CH:6]2>[Rh]>[CH3:1][O:2][C:3]1[CH:4]=[C:5]2[C:10](=[CH:11][CH:12]=1)[NH:9][CH:8]([CH3:13])[CH2:7][CH2:6]2","6-Methoxyquinaldine was reduced with rhodium on carbon to give 6-methoxy-2-methyltetrahydroquinoline.","O","",""
"US0398588214","[CH3:1][N:2]([C:4]1[CH:5]=[C:6]2[C:11](=[CH:12][CH:13]=1)[N:10]=[C:9]([CH3:14])[CH:8]=[CH:7]2)[CH3:3]>[Rh]>[CH3:3][N:2]([C:4]1[CH:5]=[C:6]2[C:11](=[CH:12][CH:13]=1)[NH:10][CH:9]([CH3:14])[CH2:8][CH2:7]2)[CH3:1]","6-(N,N-Dimethylamino)quinaldine was reduced with rhodium on carbon to give 6-(N,N-dimethylamino)-2-methyltetrahydroquinoline.","O","",""
"US0398588215","[Cl:1][C:2]1[C:11]([CH3:12])=[CH:10][CH:9]=[C:8]2[C:3]=1[CH:4]=[CH:5][C:6]([CH3:13])=[N:7]2>[Pt]>[Cl:1][C:2]1[C:11]([CH3:12])=[CH:10][CH:9]=[C:8]2[C:3]=1[CH2:4][CH2:5][CH:6]([CH3:13])[NH:7]2","5-Chloro-6-methylquinaldine was reduced with platinum on carbon to give 5-chloro-2,6-dimethyltetrahydroquinoline.","O","",""
"US0398588216","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[CH:9][C:10]=2[O:12][CH3:13])[N:5]=[C:4]([CH3:14])[CH:3]=1>[Pt]>[CH3:13][O:12][C:10]1[CH:9]=[CH:8][CH:7]=[C:6]2[C:11]=1[CH2:2][CH2:3][CH:4]([CH3:14])[NH:5]2","4-Chloro-5-methoxyquinaldine was reduced with platinum on carbon to give 5-methoxy-2-methyltetrahydroquinoline.","O","",""
"US0398588217","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[C:9]([F:12])[CH:10]=2)[N:5]=[C:4]([C:13]([F:16])([F:15])[F:14])[CH:3]=1>[Pt]>[F:12][C:9]1[CH:10]=[C:11]2[C:6](=[CH:7][CH:8]=1)[NH:5][CH:4]([C:13]([F:15])([F:14])[F:16])[CH2:3][CH2:2]2","4-Chloro-6-fluoro-2-trifluoromethylquinoline was reduced with platinum on carbon to give 6-fluoro-2-trifluoromethyltetrahydroquinoline.","O","",""
"US0398588218","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[C:9]([O:12][CH3:13])[CH:10]=2)[N:5]=[C:4]([C:14]([F:17])([F:16])[F:15])[CH:3]=1>[Pt]>[CH3:13][O:12][C:9]1[CH:10]=[C:11]2[C:6](=[CH:7][CH:8]=1)[NH:5][CH:4]([C:14]([F:17])([F:15])[F:16])[CH2:3][CH2:2]2","4-Chloro-6-methoxy-2-trifluoromethylquinoline was reduced with platinum on carbon to give 6-methoxy-2-trifluoromethyltetrahydroquinoline. .","O","",""
"US0398588219","Cl[C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[C:9]([Cl:12])[CH:10]=2)[N:5]=[C:4]([C:13]([F:16])([F:15])[F:14])[CH:3]=1>[Pt]>[Cl:12][C:9]1[CH:10]=[C:11]2[C:6](=[CH:7][CH:8]=1)[NH:5][CH:4]([C:13]([F:15])([F:14])[F:16])[CH2:3][CH2:2]2","4,6-Dichloro-2-trifluoromethylquinoline was reduced with platinum on carbon to give 6-chloro-2-trifluoromethyltetrahydroquinoline.","O","",""
"US039858981","[S-:1][C:2]#[N:3].[NH4+].[C:5](Cl)(=[O:12])[C:6]1[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=1.[NH2:14][CH:15]1[CH2:23][C:22]2[C:17](=[CH:18][CH:19]=[CH:20][CH:21]=2)[CH2:16]1.O>CC(C)=O>[C:5]([NH:3][C:2]([NH:14][CH:15]1[CH2:23][C:22]2[C:17](=[CH:18][CH:19]=[CH:20][CH:21]=2)[CH2:16]1)=[S:1])(=[O:12])[C:6]1[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=1 |f:0.1|","To a stirred solution of ammonium thiocyanate (0.837 g.) in acetone (5 ml.) was added benzoyl chloride (1.406 g.) in acetone (10 ml.). The mixture was refluxed for 5 minutes then 2-aminoindane (1.332 g.) in acetone (10 ml.) was added quickly. Refluxing was continued for 10 minutes and the mixture poured into water (75 ml.) to give an oil which solidified on standing. Recrystallisation from ethanol/water afforded the title compound as pale yellow needles (2.151 g.), m.p. 130°-5° C.","CC(=O)C","",""
